pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,pickup_census_tract,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area,tips
32,8.05,2,22,5,1393538400,41.880994471,-87.632746489,41.914616286,-87.631717366,2.1,,17031071500.0,Credit Card,,480.0,7.0,2.0
32,12.25,3,18,5,1394735400,41.880994471,-87.632746489,41.914616286,-87.631717366,0.0,,17031071500.0,Cash,Blue Ribbon Taxi Association Inc.,1320.0,7.0,0.0
32,10.05,4,17,1,1398620700,41.880994471,-87.632746489,41.914616286,-87.631717366,2.7,,17031071500.0,Cash,,840.0,7.0,0.0
32,7.45,8,21,5,1438896600,41.880994471,-87.632746489,41.914616286,-87.631717366,0.1,,17031071500.0,Cash,Taxi Affiliation Services,480.0,7.0,0.0
32,9.25,5,16,1,1399220100,41.880994471,-87.632746489,41.914616286,-87.631717366,2.7,,17031071500.0,Cash,Choice Taxi Association,660.0,7.0,0.0
32,8.85,3,13,6,1362144600,41.880994471,-87.632746489,41.914616286,-87.631717366,2.3,,17031071500.0,Cash,,660.0,7.0,0.0
32,10.65,7,12,4,1374062400,41.880994471,-87.632746489,41.914616286,-87.631717366,3.6,,17031071500.0,Cash,,540.0,7.0,0.0
32,7.45,5,16,5,1400171400,41.880994471,-87.632746489,41.914616286,-87.631717366,1.9,,17031071500.0,Cash,Taxi Affiliation Services,480.0,7.0,0.0
32,11.45,6,19,4,1403724600,41.880994471,-87.632746489,41.914616286,-87.631717366,0.1,,17031071500.0,Credit Card,Blue Ribbon Taxi Association Inc.,1260.0,7.0,2.25
32,11.85,5,17,3,1431450900,41.880994471,-87.632746489,41.914616286,-87.631717366,2.5,,17031071500.0,Credit Card,,1260.0,7.0,2.0
32,9.45,8,18,7,1439059500,41.880994471,-87.632746489,41.914616286,-87.631717366,2.4,,17031071500.0,Cash,Northwest Management LLC,780.0,7.0,0.0
32,8.65,3,20,3,1363120200,41.880994471,-87.632746489,41.914616286,-87.631717366,0.0,,17031071500.0,Credit Card,Taxi Affiliation Services,600.0,7.0,2.0
32,8.45,12,19,6,1417807800,41.880994471,-87.632746489,41.914616286,-87.631717366,0.1,,17031071500.0,Credit Card,Taxi Affiliation Services,600.0,7.0,2.0
32,17.05,3,18,4,1425492000,41.880994471,-87.632746489,41.938391258,-87.63857492,0.0,,17031063200.0,Credit Card,Taxi Affiliation Services,1440.0,6.0,4.25
32,15.45,1,21,3,1422395100,41.880994471,-87.632746489,41.938391258,-87.63857492,0.3,,17031063200.0,Cash,Taxi Affiliation Services,840.0,6.0,0.0
32,15.85,10,12,4,1444221000,41.880994471,-87.632746489,41.938391258,-87.63857492,5.2,,17031063200.0,Credit Card,Dispatch Taxi Affiliation,1140.0,6.0,1.11
32,5.85,3,11,5,1394708400,41.880994471,-87.632746489,41.877406123,-87.62197165200001,1.1,,17031320400.0,Cash,Dispatch Taxi Affiliation,360.0,32.0,0.0
32,7.0,12,18,3,1482257700,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.8,,17031320400.0,Credit Card,,600.0,32.0,0.0
32,5.0,7,16,2,1469464200,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.5,,17031320400.0,Cash,Taxi Affiliation Services,300.0,32.0,0.0
32,5.45,9,23,5,1442530800,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.8,,17031320400.0,Credit Card,Choice Taxi Association,360.0,32.0,1.0
32,6.05,12,9,2,1418636700,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.8,,17031320400.0,Credit Card,,480.0,32.0,3.0
32,4.65,6,15,5,1403192700,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.0,,17031320400.0,Cash,Taxi Affiliation Services,240.0,32.0,0.0
32,7.05,4,12,4,1365596100,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.0,,17031320400.0,Cash,Taxi Affiliation Services,660.0,32.0,0.0
32,7.65,3,20,2,1395087300,41.880994471,-87.632746489,41.877406123,-87.62197165200001,1.9,,17031320400.0,Cash,,480.0,32.0,0.0
32,5.45,4,18,3,1366137900,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.0,,17031320400.0,Credit Card,Blue Ribbon Taxi Association Inc.,360.0,32.0,2.0
32,6.0,3,10,6,1457691300,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.7,,17031320400.0,Cash,,420.0,32.0,0.0
32,5.45,12,9,4,1449047700,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.8,,17031320400.0,Credit Card,Northwest Management LLC,360.0,32.0,0.0
32,5.25,9,8,3,1442304000,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.7,,17031320400.0,Cash,,300.0,32.0,0.0
32,7.25,7,13,5,1438261200,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.0,,17031320400.0,Cash,Blue Ribbon Taxi Association Inc.,660.0,32.0,0.0
32,6.05,12,11,6,1387537200,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.08,,17031320400.0,Cash,,420.0,32.0,0.0
32,6.85,10,12,6,1444393800,41.880994471,-87.632746489,41.877406123,-87.62197165200001,1.0,,17031320400.0,Credit Card,Taxi Affiliation Services,600.0,32.0,1.0
32,9.25,6,0,5,1370476800,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.28,,17031320400.0,Cash,,600.0,32.0,0.0
32,6.65,5,18,2,1369075500,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.0,,17031320400.0,Cash,Taxi Affiliation Services,660.0,32.0,0.0
32,5.65,11,18,2,1415643300,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.0,,17031320400.0,Cash,Taxi Affiliation Services,360.0,32.0,0.0
32,6.05,8,9,5,1409218200,41.880994471,-87.632746489,41.877406123,-87.62197165200001,1.0,,17031320400.0,Cash,Taxi Affiliation Services,420.0,32.0,0.0
32,5.05,6,19,6,1402688700,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.8,,17031320400.0,Cash,,240.0,32.0,0.0
32,4.05,7,16,2,1375115400,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.0,,17031320400.0,Cash,Northwest Management LLC,120.0,32.0,0.0
32,5.25,3,13,3,1363094100,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.0,,17031320400.0,Cash,Taxi Affiliation Services,360.0,32.0,0.0
32,4.45,8,11,4,1439982900,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.4,,17031320400.0,Cash,3011 - 66308 JBL Cab Inc.,240.0,32.0,0.0
32,4.65,5,17,5,1369933200,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.0,,17031320400.0,Cash,Taxi Affiliation Services,240.0,32.0,0.0
32,5.25,12,12,2,1387196100,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.0,,17031320400.0,Cash,Taxi Affiliation Services,300.0,32.0,0.0
32,5.65,12,17,3,1417539600,41.880994471,-87.632746489,41.877406123,-87.62197165200001,0.0,,17031320400.0,Cash,Blue Ribbon Taxi Association Inc.,360.0,32.0,0.0
32,13.45,4,23,4,1397084400,41.880994471,-87.632746489,41.921647132,-87.689951469,0.0,,17031221500.0,Credit Card,Taxi Affiliation Services,720.0,22.0,4.0
32,6.25,3,13,4,1395235800,41.880994471,-87.632746489,41.89830587,-87.65361398200001,1.3,,17031842300.0,Credit Card,,360.0,24.0,4.0
32,8.05,3,16,3,1425400200,41.880994471,-87.632746489,41.89830587,-87.65361398200001,1.4,,17031842300.0,Credit Card,,660.0,24.0,0.0
32,8.65,1,16,3,1389715200,41.880994471,-87.632746489,41.89830587,-87.65361398200001,2.1,,17031842300.0,Cash,Northwest Management LLC,720.0,24.0,0.0
32,6.45,11,19,6,1417202100,41.880994471,-87.632746489,41.89830587,-87.65361398200001,1.4,,17031842300.0,Cash,Taxi Affiliation Services,300.0,24.0,0.0
32,7.65,2,23,6,1359761400,41.880994471,-87.632746489,41.89830587,-87.65361398200001,0.0,,17031842300.0,Cash,Taxi Affiliation Services,540.0,24.0,0.0
32,5.65,11,21,2,1415653200,41.880994471,-87.632746489,41.89830587,-87.65361398200001,0.0,,17031842300.0,Credit Card,Blue Ribbon Taxi Association Inc.,360.0,24.0,2.0
32,10.05,10,22,3,1414533600,41.880994471,-87.632746489,41.89830587,-87.65361398200001,3.4,,17031842300.0,Credit Card,Taxi Affiliation Services,480.0,24.0,2.2
32,6.45,8,19,3,1438717500,41.880994471,-87.632746489,41.89830587,-87.65361398200001,1.0,,17031842300.0,Credit Card,Taxi Affiliation Services,480.0,24.0,3.0
32,10.85,5,22,5,1369953900,41.880994471,-87.632746489,41.921701492,-87.65591184799999,3.4,,17031071000.0,Cash,Dispatch Taxi Affiliation,900.0,7.0,0.0
32,8.05,3,21,3,1363122000,41.880994471,-87.632746489,41.859349715,-87.617358006,2.1,,17031330100.0,Cash,,480.0,33.0,0.0
32,9.65,8,15,6,1409327100,41.880994471,-87.632746489,41.859349715,-87.617358006,0.1,,17031330100.0,Cash,Taxi Affiliation Services,840.0,33.0,0.0
32,8.25,10,12,6,1445601600,41.880994471,-87.632746489,41.859349715,-87.617358006,0.1,,17031330100.0,Cash,Taxi Affiliation Services,720.0,33.0,0.0
32,11.25,3,8,6,1425631500,41.880994471,-87.632746489,41.859349715,-87.617358006,3.6,,17031330100.0,Credit Card,,840.0,33.0,2.0
32,9.25,6,17,6,1371231900,41.880994471,-87.632746489,41.859349715,-87.617358006,0.1,,17031330100.0,Cash,Blue Ribbon Taxi Association Inc.,660.0,33.0,0.0
32,8.65,1,21,6,1421443800,41.880994471,-87.632746489,41.859349715,-87.617358006,2.3,,17031330100.0,Credit Card,Dispatch Taxi Affiliation,600.0,33.0,2.0
32,11.05,8,13,3,1407246300,41.880994471,-87.632746489,41.859349715,-87.617358006,2.9,,17031330100.0,Credit Card,Taxi Affiliation Services,1020.0,33.0,3.25
32,8.65,7,12,2,1436788800,41.880994471,-87.632746489,41.859349715,-87.617358006,0.0,,17031330100.0,Cash,Dispatch Taxi Affiliation,660.0,33.0,0.0
32,6.65,12,20,2,1418674500,41.880994471,-87.632746489,41.859349715,-87.617358006,1.3,,17031330100.0,Cash,,480.0,33.0,0.0
32,7.65,4,19,3,1429040700,41.880994471,-87.632746489,41.859349715,-87.617358006,1.9,,17031330100.0,Cash,Taxi Affiliation Services,540.0,33.0,0.0
32,7.85,7,15,5,1373556600,41.880994471,-87.632746489,41.859349715,-87.617358006,0.0,,17031330100.0,Cash,Taxi Affiliation Services,720.0,33.0,0.0
32,8.85,12,18,3,1418149800,41.880994471,-87.632746489,41.859349715,-87.617358006,0.1,,17031330100.0,Credit Card,Taxi Affiliation Services,840.0,33.0,2.0
32,7.45,4,22,2,1396908900,41.880994471,-87.632746489,41.859349715,-87.617358006,0.1,,17031330100.0,Cash,Blue Ribbon Taxi Association Inc.,420.0,33.0,0.0
32,8.0,6,16,2,1466438400,41.880994471,-87.632746489,41.859349715,-87.617358006,0.0,,17031330100.0,Credit Card,Blue Ribbon Taxi Association Inc.,540.0,33.0,1.5
32,27.5,11,19,5,1480014000,41.880994471,-87.632746489,41.859349715,-87.617358006,10.5,,17031330100.0,Credit Card,,1080.0,33.0,5.8
32,9.65,3,10,4,1427277600,41.880994471,-87.632746489,41.859349715,-87.617358006,2.7,,17031330100.0,Cash,Taxi Affiliation Services,780.0,33.0,0.0
32,9.05,2,22,5,1424385000,41.880994471,-87.632746489,41.859349715,-87.617358006,2.4,,17031330100.0,Cash,,720.0,33.0,0.0
32,8.65,7,20,4,1437597000,41.880994471,-87.632746489,41.859349715,-87.617358006,2.0,,17031330100.0,Cash,Choice Taxi Association,660.0,33.0,0.0
32,8.65,6,18,6,1433529900,41.880994471,-87.632746489,41.859349715,-87.617358006,1.8,,17031330100.0,Credit Card,Taxi Affiliation Services,720.0,33.0,0.0
32,10.0,5,21,4,1462397400,41.880994471,-87.632746489,41.859349715,-87.617358006,2.3,,17031330100.0,Cash,Taxi Affiliation Services,720.0,33.0,0.0
32,7.25,2,20,6,1392409800,41.880994471,-87.632746489,41.859349715,-87.617358006,1.7,,17031330100.0,Cash,Taxi Affiliation Services,480.0,33.0,0.0
32,9.25,4,11,1,1428838200,41.880994471,-87.632746489,41.859349715,-87.617358006,0.1,,17031330100.0,Credit Card,Taxi Affiliation Services,660.0,33.0,2.25
32,11.45,4,9,2,1366623900,41.880994471,-87.632746489,41.859349715,-87.617358006,0.1,,17031330100.0,Credit Card,Taxi Affiliation Services,960.0,33.0,2.85
32,9.45,12,19,3,1388517300,41.880994471,-87.632746489,41.859349715,-87.617358006,2.5,,17031330100.0,Credit Card,Choice Taxi Association,900.0,33.0,4.0
32,8.05,5,21,3,1400017500,41.880994471,-87.632746489,41.859349715,-87.617358006,0.1,,17031330100.0,Cash,Taxi Affiliation Services,600.0,33.0,0.0
32,10.25,2,14,7,1456584300,41.880994471,-87.632746489,41.859349715,-87.617358006,2.1,,17031330100.0,Cash,Taxi Affiliation Services,840.0,33.0,0.0
32,9.85,5,20,5,1400788800,41.880994471,-87.632746489,41.906025969,-87.67531162200001,3.0,,17031241400.0,Cash,Taxi Affiliation Services,600.0,24.0,0.0
32,8.45,2,10,4,1423649700,41.880994471,-87.632746489,41.892658108,-87.652534484,0.1,,17031243500.0,Cash,Taxi Affiliation Services,660.0,24.0,0.0
32,10.25,10,20,6,1382127300,41.880994471,-87.632746489,41.892658108,-87.652534484,1.8,,17031243500.0,Credit Card,KOAM Taxi Association,1140.0,24.0,2.05
32,7.65,11,16,6,1415376000,41.880994471,-87.632746489,41.892658108,-87.652534484,1.9,,17031243500.0,Cash,Northwest Management LLC,540.0,24.0,0.0
32,6.45,6,21,5,1372367700,41.880994471,-87.632746489,41.892658108,-87.652534484,0.0,,17031243500.0,Cash,Blue Ribbon Taxi Association Inc.,420.0,24.0,0.0
32,6.65,5,22,3,1431468900,41.880994471,-87.632746489,41.897983898,-87.64149153299999,1.7,,17031081900.0,Cash,,420.0,8.0,0.0
32,10.25,5,21,7,1399757400,41.880994471,-87.632746489,41.851017824,-87.635091856,2.6,,17031841100.0,Cash,Taxi Affiliation Services,720.0,34.0,0.0
32,8.44,5,19,2,1368472500,41.880994471,-87.632746489,41.851017824,-87.635091856,2.1,,17031841100.0,Cash,,600.0,34.0,0.0
32,9.65,9,21,6,1443214800,41.880994471,-87.632746489,41.899589796,-87.674719134,0.0,,17031242200.0,Credit Card,Blue Ribbon Taxi Association Inc.,540.0,24.0,1.0
32,9.25,9,23,1,1379890800,41.880994471,-87.632746489,41.899589796,-87.674719134,0.1,,17031242200.0,Credit Card,Blue Ribbon Taxi Association Inc.,480.0,24.0,2.05
32,10.25,4,18,4,1397067300,41.880994471,-87.632746489,41.899589796,-87.674719134,0.0,,17031242200.0,Credit Card,Taxi Affiliation Services,540.0,24.0,2.05
32,8.25,10,22,5,1444342500,41.880994471,-87.632746489,41.907520075,-87.62665890000002,0.0,,17031080100.0,Cash,Blue Ribbon Taxi Association Inc.,660.0,8.0,0.0
32,9.5,12,19,2,1482175800,41.880994471,-87.632746489,41.907520075,-87.62665890000002,0.0,,17031080100.0,Cash,Taxi Affiliation Services,960.0,8.0,0.0
32,7.85,4,18,2,1397499300,41.880994471,-87.632746489,41.907520075,-87.62665890000002,0.0,,17031080100.0,Cash,Taxi Affiliation Services,660.0,8.0,0.0
32,8.85,1,20,5,1357245000,41.880994471,-87.632746489,41.907520075,-87.62665890000002,0.0,,17031080100.0,Cash,Taxi Affiliation Services,600.0,8.0,0.0
32,8.25,10,12,6,1381492800,41.880994471,-87.632746489,41.907520075,-87.62665890000002,1.9,,17031080100.0,Cash,,660.0,8.0,0.0
32,7.45,4,18,2,1429552800,41.880994471,-87.632746489,41.907520075,-87.62665890000002,1.8,,17031080100.0,Credit Card,,540.0,8.0,0.5
32,6.45,10,15,5,1412868600,41.880994471,-87.632746489,41.907520075,-87.62665890000002,1.5,,17031080100.0,Cash,Taxi Affiliation Services,420.0,8.0,0.0
32,8.65,10,9,5,1414055700,41.880994471,-87.632746489,41.870415,-87.67508562100002,2.4,,17031838200.0,Credit Card,,600.0,28.0,2.0
32,3.25,10,10,3,1445337000,41.880994471,-87.632746489,41.870415,-87.67508562100002,0.0,,17031838200.0,Cash,,0.0,28.0,0.0
32,10.25,3,13,3,1426597200,41.880994471,-87.632746489,41.870415,-87.67508562100002,2.8,,17031838200.0,Credit Card,Chicago Medallion Management,780.0,28.0,0.0
32,20.25,9,21,5,1411680600,41.880994471,-87.632746489,41.987225558,-87.664937724,8.6,,17031030500.0,Credit Card,,1380.0,77.0,4.25
32,16.05,5,17,2,1399311000,41.880994471,-87.632746489,41.936237179,-87.656411531,4.3,,17031062900.0,Cash,,1800.0,6.0,0.0
32,7.85,9,20,5,1411073100,41.880994471,-87.632746489,41.905857769,-87.63086502700001,2.0,,17031080202.0,Credit Card,Taxi Affiliation Services,600.0,8.0,3.0
32,8.05,10,19,7,1444503600,41.880994471,-87.632746489,41.905857769,-87.63086502700001,1.7,,17031080202.0,Cash,Northwest Management LLC,720.0,8.0,0.0
32,9.25,11,22,7,1446933600,41.880994471,-87.632746489,41.905857769,-87.63086502700001,2.1,,17031080202.0,Cash,,840.0,8.0,0.0
32,8.05,7,0,3,1374537600,41.880994471,-87.632746489,41.905857769,-87.63086502700001,0.0,,17031080202.0,Cash,Taxi Affiliation Services,720.0,8.0,0.0
32,7.25,8,19,3,1438716600,41.880994471,-87.632746489,41.905857769,-87.63086502700001,1.6,,17031080202.0,Cash,,540.0,8.0,0.0
32,9.65,8,21,2,1408396500,41.880994471,-87.632746489,41.922082541,-87.63415609299999,2.8,,17031071400.0,Credit Card,,660.0,7.0,2.0
32,10.45,2,16,6,1360944900,41.880994471,-87.632746489,41.922082541,-87.63415609299999,0.1,,17031071400.0,Cash,Blue Ribbon Taxi Association Inc.,840.0,7.0,0.0
32,8.85,1,19,5,1421955900,41.880994471,-87.632746489,41.922082541,-87.63415609299999,2.8,,17031071400.0,Cash,Dispatch Taxi Affiliation,600.0,7.0,0.0
32,12.0,3,18,4,1458152100,41.880994471,-87.632746489,41.922082541,-87.63415609299999,3.1,,17031071400.0,Credit Card,,900.0,7.0,2.0
32,13.45,11,21,4,1415223900,41.880994471,-87.632746489,41.922082541,-87.63415609299999,4.9,,17031071400.0,Credit Card,Taxi Affiliation Services,900.0,7.0,3.35
32,10.25,4,17,3,1430240400,41.880994471,-87.632746489,41.922082541,-87.63415609299999,0.1,,17031071400.0,Credit Card,Taxi Affiliation Services,840.0,7.0,2.05
32,10.45,9,15,4,1410362100,41.880994471,-87.632746489,41.922082541,-87.63415609299999,5.6,,17031071400.0,Cash,Northwest Management LLC,780.0,7.0,0.0
32,16.45,9,19,6,1410548400,41.880994471,-87.632746489,41.922082541,-87.63415609299999,4.6,,17031071400.0,Cash,Taxi Affiliation Services,1920.0,7.0,0.0
32,23.85,12,14,4,1450881900,41.880994471,-87.632746489,41.890922026,-87.618868355,8.1,,17031081403.0,Cash,Taxi Affiliation Services,2580.0,8.0,0.0
32,6.05,6,19,2,1401737400,41.880994471,-87.632746489,41.890922026,-87.618868355,0.9,,17031081403.0,Cash,Choice Taxi Association,420.0,8.0,0.0
32,8.05,7,9,4,1405503000,41.880994471,-87.632746489,41.890922026,-87.618868355,1.5,,17031081403.0,Credit Card,,660.0,8.0,2.0
32,6.85,11,16,4,1448469000,41.880994471,-87.632746489,41.890922026,-87.618868355,1.35,,17031081403.0,Credit Card,,480.0,8.0,3.0
32,5.65,2,18,5,1423160100,41.880994471,-87.632746489,41.890922026,-87.618868355,0.9,,17031081403.0,Credit Card,,360.0,8.0,2.0
32,7.05,5,11,5,1369308600,41.880994471,-87.632746489,41.890922026,-87.618868355,1.4,,17031081403.0,Cash,,540.0,8.0,0.0
32,7.85,8,18,7,1440873000,41.880994471,-87.632746489,41.890922026,-87.618868355,1.8,,17031081403.0,Credit Card,Northwest Management LLC,660.0,8.0,2.0
32,7.05,2,16,3,1392740100,41.880994471,-87.632746489,41.890922026,-87.618868355,0.0,,17031081403.0,Cash,Taxi Affiliation Services,540.0,8.0,0.0
32,8.44,8,20,4,1439411400,41.880994471,-87.632746489,41.890922026,-87.618868355,1.9,,17031081403.0,Cash,,720.0,8.0,0.0
32,7.45,7,18,7,1436032800,41.880994471,-87.632746489,41.890922026,-87.618868355,0.0,,17031081403.0,Cash,Blue Ribbon Taxi Association Inc.,720.0,8.0,0.0
32,5.45,12,9,3,1448960400,41.880994471,-87.632746489,41.890922026,-87.618868355,0.7,,17031081403.0,Cash,Taxi Affiliation Services,300.0,8.0,0.0
32,7.45,12,15,3,1450193400,41.880994471,-87.632746489,41.890922026,-87.618868355,1.6,,17031081403.0,Cash,Taxi Affiliation Services,420.0,8.0,0.0
32,6.75,5,17,2,1462815000,41.880994471,-87.632746489,41.890922026,-87.618868355,0.6,,17031081403.0,Credit Card,,600.0,8.0,3.0
32,8.44,1,16,6,1421424900,41.880994471,-87.632746489,41.890922026,-87.618868355,1.7,,17031081403.0,Cash,,660.0,8.0,0.0
32,6.85,7,6,4,1404283500,41.880994471,-87.632746489,41.890922026,-87.618868355,1.3,,17031081403.0,Cash,,480.0,8.0,0.0
32,7.25,7,12,4,1406724300,41.880994471,-87.632746489,41.890922026,-87.618868355,0.0,,17031081403.0,Cash,Taxi Affiliation Services,600.0,8.0,0.0
32,6.25,2,11,3,1424172600,41.880994471,-87.632746489,41.890922026,-87.618868355,0.0,,17031081403.0,Cash,Blue Ribbon Taxi Association Inc.,420.0,8.0,0.0
32,8.05,10,8,2,1413188100,41.880994471,-87.632746489,41.890922026,-87.618868355,1.6,,17031081403.0,Cash,,660.0,8.0,0.0
32,7.05,2,12,3,1422965700,41.880994471,-87.632746489,41.890922026,-87.618868355,0.17,,17031081403.0,Credit Card,,420.0,8.0,1.0
32,6.65,2,12,2,1359981000,41.880994471,-87.632746489,41.890922026,-87.618868355,0.0,,17031081403.0,Credit Card,Taxi Affiliation Services,480.0,8.0,2.0
32,6.85,9,18,4,1441821600,41.880994471,-87.632746489,41.890922026,-87.618868355,1.6,,17031081403.0,Credit Card,,420.0,8.0,2.0
32,8.25,5,17,6,1367601300,41.880994471,-87.632746489,41.890922026,-87.618868355,0.0,,17031081403.0,Cash,Taxi Affiliation Services,660.0,8.0,0.0
32,4.85,4,17,2,1430156700,41.880994471,-87.632746489,41.890922026,-87.618868355,0.0,,17031081403.0,Credit Card,Taxi Affiliation Services,240.0,8.0,1.0
32,6.45,12,19,7,1387047600,41.880994471,-87.632746489,41.890922026,-87.618868355,0.0,,17031081403.0,Credit Card,Taxi Affiliation Services,420.0,8.0,1.0
32,5.05,6,21,6,1371245400,41.880994471,-87.632746489,41.890922026,-87.618868355,0.9,,17031081403.0,Cash,,240.0,8.0,0.0
32,5.05,5,17,2,1399915800,41.880994471,-87.632746489,41.890922026,-87.618868355,0.0,,17031081403.0,Cash,Taxi Affiliation Services,240.0,8.0,0.0
32,6.05,3,10,6,1362134700,41.880994471,-87.632746489,41.890922026,-87.618868355,0.9,,17031081403.0,Cash,,420.0,8.0,0.0
32,7.05,4,18,2,1396896300,41.880994471,-87.632746489,41.890922026,-87.618868355,1.2,,17031081403.0,Cash,Taxi Affiliation Services,600.0,8.0,0.0
32,5.05,3,14,1,1425823200,41.880994471,-87.632746489,41.890922026,-87.618868355,0.6,,17031081403.0,Cash,Taxi Affiliation Services,300.0,8.0,0.0
32,6.65,9,19,5,1380224700,41.880994471,-87.632746489,41.890922026,-87.618868355,0.0,,17031081403.0,Cash,Taxi Affiliation Services,480.0,8.0,0.0
32,6.25,11,13,6,1383918300,41.880994471,-87.632746489,41.890922026,-87.618868355,1.0,,17031081403.0,Credit Card,Taxi Affiliation Services,420.0,8.0,2.0
32,5.45,4,15,2,1366642800,41.880994471,-87.632746489,41.890922026,-87.618868355,0.9,,17031081403.0,Cash,,300.0,8.0,0.0
32,7.45,6,16,3,1433260800,41.880994471,-87.632746489,41.890922026,-87.618868355,0.0,,17031081403.0,Cash,Blue Ribbon Taxi Association Inc.,600.0,8.0,0.0
32,5.45,5,9,2,1399280400,41.880994471,-87.632746489,41.890922026,-87.618868355,0.7,,17031081403.0,Credit Card,Dispatch Taxi Affiliation,360.0,8.0,1.0
32,6.65,2,14,6,1359728100,41.880994471,-87.632746489,41.890922026,-87.618868355,0.0,,17031081403.0,Cash,Blue Ribbon Taxi Association Inc.,480.0,8.0,0.0
32,5.25,2,12,2,1422879300,41.880994471,-87.632746489,41.890922026,-87.618868355,0.7,,17031081403.0,Cash,,300.0,8.0,0.0
32,6.05,12,19,3,1386099000,41.880994471,-87.632746489,41.890922026,-87.618868355,1.4,,17031081403.0,Credit Card,,240.0,8.0,1.0
32,5.05,4,16,5,1429200900,41.880994471,-87.632746489,41.890922026,-87.618868355,0.7,,17031081403.0,Cash,Dispatch Taxi Affiliation,240.0,8.0,0.0
32,5.65,1,12,2,1358166600,41.880994471,-87.632746489,41.890922026,-87.618868355,1.1,,17031081403.0,Cash,,300.0,8.0,0.0
32,5.65,12,16,3,1449592200,41.880994471,-87.632746489,41.890922026,-87.618868355,0.7,,17031081403.0,Cash,Dispatch Taxi Affiliation,360.0,8.0,0.0
32,9.5,6,20,5,1464900300,41.880994471,-87.632746489,41.890922026,-87.618868355,0.0,,17031081403.0,Credit Card,Blue Ribbon Taxi Association Inc.,780.0,8.0,1.5
