pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,pickup_census_tract,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area
6,9.85,7,23,5,1373586300,41.9442266,-87.65599818,41.92268628,-87.64948873,0,,,Cash,Taxi Affiliation Services,720,7
6,10.25,1,0,7,1390609800,41.9442266,-87.65599818,41.92268628,-87.64948873,0,,,Cash,Blue Ribbon Taxi Association Inc.,1140,7
6,8.85,3,12,4,1363781700,41.9442266,-87.65599818,41.92268628,-87.64948873,0.1,,,Cash,Blue Ribbon Taxi Association Inc.,420,7
6,6.45,3,12,1,1427632200,41.9442266,-87.65599818,41.92268628,-87.64948873,0,,,Cash,Blue Ribbon Taxi Association Inc.,480,7
6,4.25,1,21,2,1420492500,41.9442266,-87.65599818,41.92268628,-87.64948873,0.6,,,Cash,Choice Taxi Association,180,7
6,5.85,6,12,4,1370434500,41.9442266,-87.65599818,41.92268628,-87.64948873,1.3,,,Cash,,240,7
6,6.65,3,3,3,1395716400,41.9442266,-87.65599818,41.92268628,-87.64948873,1.8,,,Cash,Taxi Affiliation Services,360,7
6,7.45,1,16,1,1358700300,41.9442266,-87.65599818,41.92268628,-87.64948873,1.9,,,Cash,,480,7
6,9.25,6,16,1,1370795400,41.9442266,-87.65599818,41.92268628,-87.64948873,0,,,Cash,Blue Ribbon Taxi Association Inc.,720,7
6,16.65,3,1,3,1395107100,41.9442266,-87.65599818,41.97882953,-87.7711667,0.4,,,Cash,Taxi Affiliation Services,840,11
6,12.45,6,1,6,1371171600,41.9442266,-87.65599818,41.968069,-87.72155906,0,,,Cash,Taxi Affiliation Services,900,14
6,16.25,5,9,6,1401440400,41.9442266,-87.65599818,41.968069,-87.72155906,5.7,,,Cash,Taxi Affiliation Services,1380,14
6,21.85,10,3,1,1412478000,41.9442266,-87.65599818,41.968069,-87.72155906,8.8,,,Cash,,1740,14
6,19.85,7,1,7,1435973400,41.9442266,-87.65599818,41.92929737,-87.79803218,8,,,Credit Card,,1620,18
6,13,3,23,7,1457824500,41.9442266,-87.65599818,41.97517094,-87.68751552,0,,,Cash,Blue Ribbon Taxi Association Inc.,720,4
6,10.05,8,23,7,1440891000,41.9442266,-87.65599818,41.97517094,-87.68751552,3.2,,,Cash,,660,4
6,8.05,5,21,3,1368566100,41.9442266,-87.65599818,41.97517094,-87.68751552,2.1,,,Cash,,540,4
6,8.5,4,20,1,1461528000,41.9442266,-87.65599818,41.97517094,-87.68751552,0.1,,,Cash,Blue Ribbon Taxi Association Inc.,480,4
6,8.45,5,17,6,1400260500,41.9442266,-87.65599818,41.97517094,-87.68751552,1.8,,,Credit Card,Dispatch Taxi Affiliation,780,4
6,12.25,5,23,7,1431817200,41.9442266,-87.65599818,41.97517094,-87.68751552,3.4,,,Cash,,1200,4
6,6.45,4,20,3,1366145100,41.9442266,-87.65599818,41.97517094,-87.68751552,1.4,,,Cash,,360,4
6,8.25,8,0,6,1438906500,41.9442266,-87.65599818,41.97517094,-87.68751552,2.3,,,Cash,Dispatch Taxi Affiliation,540,4
6,12.65,11,15,3,1446563700,41.9442266,-87.65599818,41.97517094,-87.68751552,4.3,,,Cash,Top Cab Affiliation,960,4
6,7.85,7,2,5,1437617700,41.9442266,-87.65599818,41.97517094,-87.68751552,0.1,,,Cash,Taxi Affiliation Services,480,4
6,7.25,6,22,5,1402007400,41.9442266,-87.65599818,41.97517094,-87.68751552,1.8,,,Cash,Taxi Affiliation Services,480,4
6,9.65,4,18,2,1364840100,41.9442266,-87.65599818,41.97517094,-87.68751552,2.6,,,Cash,,840,4
6,13.45,5,19,6,1431717300,41.9442266,-87.65599818,41.97517094,-87.68751552,3.1,,,Cash,Taxi Affiliation Services,1560,4
6,12.85,12,13,7,1419080400,41.9442266,-87.65599818,41.92276062,-87.69915534,0.2,,,Credit Card,Taxi Affiliation Services,1140,22
6,17.85,11,16,4,1384964100,41.9442266,-87.65599818,41.92276062,-87.69915534,0,,,Cash,Blue Ribbon Taxi Association Inc.,1920,22
6,12.25,12,22,7,1417903200,41.9442266,-87.65599818,41.92276062,-87.69915534,3.9,,,Credit Card,,1140,22
6,14.25,2,19,7,1391888700,41.9442266,-87.65599818,41.92276062,-87.69915534,4.6,,,Cash,,1440,22
6,13.45,6,8,1,1434875400,41.9442266,-87.65599818,41.92276062,-87.69915534,4.6,,,Credit Card,Taxi Affiliation Services,900,22
6,15.45,8,18,6,1377888300,41.9442266,-87.65599818,41.92276062,-87.69915534,0.2,,,Credit Card,Taxi Affiliation Services,1620,22
6,14.65,3,21,7,1394917200,41.9442266,-87.65599818,41.92276062,-87.69915534,0,,,Cash,Taxi Affiliation Services,1320,22
6,7.45,9,2,6,1411697700,41.9442266,-87.65599818,41.92276062,-87.69915534,2.2,,,Credit Card,Taxi Affiliation Services,420,22
6,19.85,3,1,7,1425691800,41.9442266,-87.65599818,41.92276062,-87.69915534,8.3,,,Cash,,1680,22
6,12.75,3,2,6,1458873900,41.9442266,-87.65599818,41.92276062,-87.69915534,3.6,,,Cash,Taxi Affiliation Services,840,22
6,9.45,4,18,5,1428603300,41.9442266,-87.65599818,41.92276062,-87.69915534,3.2,,,Cash,,660,22
6,10.65,1,10,7,1357380900,41.9442266,-87.65599818,41.92276062,-87.69915534,3.4,,,Cash,,780,22
6,9.85,12,10,1,1386497700,41.9442266,-87.65599818,41.9867118,-87.66341641,3.5,,,Credit Card,,480,77
6,12.05,3,19,2,1395084600,41.9442266,-87.65599818,41.9867118,-87.66341641,0,,,Cash,Blue Ribbon Taxi Association Inc.,600,77
6,11.65,9,21,5,1409866200,41.9442266,-87.65599818,41.9867118,-87.66341641,4.3,,,Credit Card,Northwest Management LLC,600,77
6,9.45,2,14,3,1360074600,41.9442266,-87.65599818,41.9867118,-87.66341641,0,,,Cash,Blue Ribbon Taxi Association Inc.,720,77
6,8.25,9,21,1,1442785500,41.9442266,-87.65599818,41.9867118,-87.66341641,0,,,Cash,Taxi Affiliation Services,540,77
6,7.65,1,3,4,1388545200,41.9442266,-87.65599818,41.9867118,-87.66341641,2.1,,,Cash,Dispatch Taxi Affiliation,540,77
6,7.85,6,19,6,1433530800,41.9442266,-87.65599818,41.9867118,-87.66341641,4.6,,,Credit Card,3152 - 97284 Crystal Abernathy,540,77
6,12.25,9,18,3,1441133100,41.9442266,-87.65599818,41.9867118,-87.66341641,3.8,,,Cash,,900,77
6,8.85,7,15,5,1372950900,41.9442266,-87.65599818,41.9867118,-87.66341641,0.1,,,Cash,Taxi Affiliation Services,420,77
6,9.05,6,1,3,1402967700,41.9442266,-87.65599818,41.9867118,-87.66341641,2.8,,,Cash,Dispatch Taxi Affiliation,480,77
6,8.85,2,5,4,1360128600,41.9442266,-87.65599818,41.9867118,-87.66341641,0,,,Cash,Choice Taxi Association,360,77
6,12.25,2,1,4,1393378200,41.9442266,-87.65599818,41.9867118,-87.66341641,4.3,,,Cash,Dispatch Taxi Affiliation,960,77
6,19.45,4,19,5,1366916400,41.9442266,-87.65599818,41.85026637,-87.66756931,7.2,,,Cash,,1680,31
6,19.25,7,0,5,1437609600,41.9442266,-87.65599818,41.85026637,-87.66756931,7.2,,,Cash,,1500,31
6,17.65,4,23,4,1429139700,41.9442266,-87.65599818,41.85026637,-87.66756931,0.4,,,Credit Card,Taxi Affiliation Services,1260,31
6,50.85,6,2,1,1435456800,41.9442266,-87.65599818,41.68972991,-87.6690544,25.2,,,Credit Card,,2760,75
6,22.05,1,4,1,1359260100,41.9442266,-87.65599818,41.84207612,-87.63397342,0,,,Cash,Dispatch Taxi Affiliation,1140,34
6,51.85,9,2,7,1442025000,41.9442266,-87.65599818,41.69487897,-87.7131925,1.5,,,Cash,Taxi Affiliation Services,3060,74
6,6.45,8,0,6,1440720900,41.95271911,-87.6605035,41.95773557,-87.6837181,1.4,,17031050200,Cash,Taxi Affiliation Services,480,5
6,19.65,4,7,2,1397460600,41.95271911,-87.6605035,41.88530002,-87.64280847,7.9,,17031280100,Cash,,1560,28
28,6.65,11,0,3,1383609600,41.87168947,-87.65409265,41.87925508,-87.642649,0,,17031281900,Cash,Taxi Affiliation Services,420,28
6,13.45,10,22,7,1381013100,41.94648976,-87.64711363,41.88498719,-87.62099291,0,,17031320100,Cash,Northwest Management LLC,780,32
6,13.05,5,20,7,1401568200,41.94648976,-87.64711363,41.91236435,-87.67506276,4,,17031240300,Credit Card,Taxi Affiliation Services,1200,24
6,4.25,3,4,1,1396152900,41.94648976,-87.64711363,41.94982935,-87.64396537,0.05,,17031060900,Credit Card,,120,6
6,8.65,8,1,1,1376185500,41.94648976,-87.64711363,41.97991245,-87.66418824,0,,17031030800,Cash,Choice Taxi Association,540,77
8,10.05,7,10,5,1438250400,41.90741282,-87.64090153,41.88498719,-87.62099291,2.2,,17031320100,Cash,Taxi Affiliation Services,1020,32
8,8.65,12,8,6,1418372100,41.90741282,-87.64090153,41.88099447,-87.63274649,2.2,,17031839100,Credit Card,,720,32
8,3.25,5,19,3,1400009400,41.90741282,-87.64090153,41.90741282,-87.64090153,0,,17031080400,Cash,Chicago Elite Cab Corp. (Chicago Carriag,0,8
8,6.45,2,20,6,1393619400,41.90741282,-87.64090153,41.89321636,-87.63784421,0,,17031081800,Cash,Taxi Affiliation Services,420,8
8,5.85,3,21,6,1364593500,41.90741282,-87.64090153,41.89321636,-87.63784421,0,,17031081800,Cash,Taxi Affiliation Services,360,8
6,4.25,10,18,2,1412621100,41.94323712,-87.64347096,,,0,,,Cash,Taxi Affiliation Services,120,
6,20.05,8,22,6,1406933100,41.94323712,-87.64347096,41.89204214,-87.63186395,5.4,,17031081700,Credit Card,,2220,8
6,4.85,9,21,6,1411765200,41.94323712,-87.64347096,41.95815488,-87.65302179,0.9,,17031032100,Cash,Taxi Affiliation Services,180,3
6,15.25,6,14,1,1403447400,41.94323712,-87.64347096,41.9505457,-87.6761825,0.25,,17031050600,Cash,,1080,5
6,7.85,6,3,7,1403927100,41.94323712,-87.64347096,41.92170149,-87.65591185,2.1,,17031071000,Cash,Taxi Affiliation Services,480,7
6,9.45,4,9,7,1396691100,41.94323712,-87.64347096,41.89915561,-87.62621053,0.2,,17031081201,Cash,Taxi Affiliation Services,420,8
6,9.05,10,22,6,1445034600,41.94323712,-87.64347096,41.90749193,-87.63576009,3.1,,17031080300,Credit Card,Choice Taxi Association,360,8
22,9.65,5,23,6,1399073400,41.91574119,-87.69225633,41.88528132,-87.6572332,0,,17031833000,Credit Card,Taxi Affiliation Services,720,28
6,10.85,1,0,1,1358037900,41.93631013,-87.65156259,41.96363317,-87.65236536,0,,17031031502,Credit Card,Dispatch Taxi Affiliation,780,3
6,12.05,5,20,5,1369340100,41.93631013,-87.65156259,41.89204214,-87.63186395,3.6,,17031081700,Cash,Choice Taxi Association,1140,8
6,32.85,4,8,3,1398759300,41.93631013,-87.65156259,41.97907082,-87.90303966,15,,17031980000,Credit Card,,2580,76
6,50.85,2,11,4,1360754100,41.93631013,-87.65156259,41.97907082,-87.90303966,23.8,,17031980000,Credit Card,,3120,76
6,7.85,8,3,7,1376709300,41.93631013,-87.65156259,41.92177819,-87.65106188,0,,17031071100,Cash,Blue Ribbon Taxi Association Inc.,660,7
6,5.45,3,1,7,1393635600,41.93631013,-87.65156259,41.93839126,-87.63857492,0.7,,17031063200,Cash,Choice Taxi Association,300,6
6,13.25,12,15,6,1386947700,41.93631013,-87.65156259,41.89830587,-87.65361398,0,,17031842300,Cash,Blue Ribbon Taxi Association Inc.,1380,24
6,12.25,7,20,7,1373747400,41.93631013,-87.65156259,41.93543892,-87.69332587,0,,17031210900,Cash,Dispatch Taxi Affiliation,1200,21
6,700.07,5,8,6,1463731200,41.93631013,-87.65156259,41.92208254,-87.63415609,0,,17031071400,Cash,,600,7
6,13.65,5,18,7,1431800100,41.93631013,-87.65156259,41.89092203,-87.61886836,3.9,,17031081403,Credit Card,,1320,8
6,12.05,11,4,7,1446868800,41.93631013,-87.65156259,41.88498719,-87.62099291,0.2,,17031320100,Cash,Taxi Affiliation Services,600,32
6,15.25,8,19,7,1376767800,41.93631013,-87.65156259,41.88528132,-87.6572332,0,,17031833000,Cash,Taxi Affiliation Services,1500,28
6,6.25,7,1,1,1437267600,41.93631013,-87.65156259,41.92926299,-87.63589095,0,,17031070101,Credit Card,Blue Ribbon Taxi Association Inc.,360,7
6,6.25,10,2,7,1446259500,41.93631013,-87.65156259,41.92185491,-87.64621098,0,,17031071200,Cash,Blue Ribbon Taxi Association Inc.,540,7
6,5.45,9,2,1,1441505700,41.93631013,-87.65156259,41.92185491,-87.64621098,0.9,,17031071200,Cash,Taxi Affiliation Services,300,7
6,5.25,2,3,7,1424490300,41.93631013,-87.65156259,41.92185491,-87.64621098,1,,17031071200,Credit Card,,180,7
6,3.25,6,23,4,1401923700,41.93631013,-87.65156259,41.93631013,-87.65156259,0,,17031063000,Credit Card,,0,6
6,5.05,2,23,6,1393024500,41.93631013,-87.65156259,41.93608654,-87.66611069,0,,17031062700,Credit Card,Taxi Affiliation Services,240,6
6,5.25,11,21,7,1385845200,41.93631013,-87.65156259,41.94315509,-87.64069808,0.9,,17031061902,Cash,Dispatch Taxi Affiliation,300,6
6,16.25,7,2,5,1438222500,41.93631013,-87.65156259,41.87925508,-87.642649,0,,17031281900,Credit Card,Blue Ribbon Taxi Association Inc.,900,28
6,13.05,11,1,7,1414806300,41.93631013,-87.65156259,41.89207264,-87.62887416,0.2,,17031081600,Cash,Taxi Affiliation Services,1260,8
6,10.05,9,15,3,1411486200,41.93631013,-87.65156259,41.89915561,-87.62621053,3.5,,17031081201,Credit Card,,480,8
6,4.45,5,2,1,1369534500,41.93631013,-87.65156259,41.94257719,-87.64707851,0.6,,17031062000,Cash,,180,6
6,6.45,6,21,6,1434747600,41.93631013,-87.65156259,41.94982935,-87.64396537,1.2,,17031060900,Cash,,480,6
6,9.45,4,1,1,1397353500,41.93631013,-87.65156259,41.91922505,-87.67144577,2.6,,17031832300,Credit Card,,720,22
6,10.85,8,19,7,1408820400,41.93631013,-87.65156259,41.91922505,-87.67144577,0,,17031832300,Cash,Taxi Affiliation Services,960,22
24,9.85,2,8,5,1392281100,41.90665077,-87.66533766,41.89204214,-87.63186395,0,,17031081700,Credit Card,Taxi Affiliation Services,660,8
24,12.85,11,0,1,1416096000,41.90665077,-87.66533766,41.89204214,-87.63186395,0,,17031081700,Credit Card,Taxi Affiliation Services,1440,8
24,32.65,11,6,2,1416204000,41.90665077,-87.66533766,41.97907082,-87.90303966,0,,17031980000,Cash,Blue Ribbon Taxi Association Inc.,1380,76
24,8.45,5,20,2,1399924800,41.90665077,-87.66533766,41.92896727,-87.65615683,2.5,,17031070400,Credit Card,,540,7
24,11.05,3,14,3,1364309100,41.90665077,-87.66533766,41.87740612,-87.62197165,3.5,,17031320400,Cash,,780,32
24,51.05,8,17,7,1439660700,41.90665077,-87.66533766,41.93823229,-87.64678208,22.6,,17031063100,Cash,,4800,6
24,5.25,12,15,1,1388329200,41.90665077,-87.66533766,41.90602597,-87.67531162,0.9,,17031241400,Cash,Taxi Affiliation Services,300,24
24,9.85,9,9,4,1409735700,41.90665077,-87.66533766,41.88099447,-87.63274649,2.7,,17031839100,Cash,Taxi Affiliation Services,780,32
24,8.05,3,0,6,1395967500,41.90665077,-87.66533766,41.9002213,-87.62910519,2.1,,17031081100,Cash,Dispatch Taxi Affiliation,540,8
24,8.25,4,17,6,1365183000,41.90665077,-87.66533766,41.88530002,-87.64280847,0,,17031280100,Cash,Choice Taxi Association,600,28
9,3.25,7,14,5,1438266600,42.00761259,-87.81378103,42.00761259,-87.81378103,0,,,Cash,Taxi Affiliation Services,0,9
14,21.85,8,7,1,1408863600,41.96920594,-87.72316897,41.87925508,-87.642649,0.5,,17031281900,Cash,Taxi Affiliation Services,1680,28
6,0,1,2,7,1390012200,41.93608654,-87.66611069,,,0,,,Cash,Blue Ribbon Taxi Association Inc.,0,
6,13.85,11,23,6,1385163000,41.93608654,-87.66611069,41.89204214,-87.63186395,0,,17031081700,Credit Card,Taxi Affiliation Services,1260,8
